,Date,Mkt-RF,SMB,HML,RMW,CMA,RF,ADS_Index,SP500,AMERIBOR,T10YIE,T5YIE,BAMLH0A0HYM2,BAMLH0A0HYM2EY,DGS10,DGS1,RIFSPPFAAD90NB,DCPN3M,DCPF1M,DCOILWTICO,DHHNGSP,USRECD,USRECDM,USRECDP
557,3/19/2021,0.25,0.93,-0.99,-0.8,-0.54,0,1.78811,3913.1,0.08507614,2.31,2.51,3.67,4.67,1.74,0.07,0.12,,,61.43,2.53,0,0,0
558,3/22/2021,0.55,-1.7,-2.21,-0.25,-0.09,0,1.81228,3940.59,0.08831967,2.33,2.51,3.58,4.55,1.69,0.06,0.12,,,61.48,2.55,0,0,0
559,3/23/2021,-1.17,-2.95,-1.04,0.58,-0.79,0,1.8083,3910.52,0.08947286,2.29,2.48,3.57,4.51,1.63,0.08,0.08,0.09,,57.75,2.56,0,0,0
560,3/24/2021,-1.01,-1.58,1.47,1.39,0.11,0,1.79907,3889.14,0.08802366,2.31,2.53,3.51,4.43,1.62,0.07,0.11,,,61.12,2.56,0,0,0
561,3/25/2021,0.67,2.01,1.39,0.46,1.12,0,1.78458,3909.52,0.08744186,2.32,2.54,3.53,4.45,1.63,0.07,0.05,,,58.47,2.52,0,0,0
562,3/26/2021,1.55,0.19,0.69,0.79,0.57,0,1.76484,3974.54,0.07464684,2.34,2.57,3.48,4.44,1.67,0.06,0.07,,,60.93,2.52,0,0,0
563,3/29/2021,-0.49,-2.49,-0.23,0.91,-0.01,0,1.67199,3971.09,0.08170819,2.36,2.56,3.43,4.42,1.73,0.06,0.05,0.07,,61.49,2.58,0,0,0
564,3/30/2021,-0.02,1.83,1,-0.25,-0.2,0,1.62715,3958.55,0.09204,2.35,2.52,3.44,4.43,1.73,0.06,0.07,0.07,,60.55,2.55,0,0,0
565,3/31/2021,0.63,0.59,-2.33,-1.2,-0.25,0,1.57503,3972.89,0.0982243,2.37,2.54,3.36,4.42,1.74,0.07,0.15,0.06,0.11,59.19,2.52,0,0,0
566,4/1/2021,1.27,0.21,0,-0.68,-0.51,0,1.51559,4019.87,0.09229075,2.35,2.55,3.33,4.35,1.69,0.06,0.11,0.1,0.07,61.41,2.52,0,0,0
567,4/5/2021,1.27,-0.7,-0.71,1,0.09,0,1.30154,4077.91,0.0980613,2.35,2.55,3.25,4.3,1.73,0.06,0.11,0.05,0.08,58.73,2.43,0,0,0
568,4/6/2021,0.01,-0.32,0.1,-0.11,-0.28,0,1.24961,4073.94,0.09583277,2.32,2.52,3.25,4.25,1.67,0.06,0.11,0.05,,59.34,2.44,0,0,0
569,4/7/2021,-0.12,-1.54,0.32,0.7,-0.11,0,1.19744,4079.95,0.0850655,2.34,2.53,3.22,4.21,1.68,0.06,0.11,0.05,,59.77,2.43,0,0,0
570,4/8/2021,0.62,0.26,-1.16,-0.55,-0.38,0,1.145,4097.17,0.09664051,2.33,2.55,3.21,4.18,1.64,0.05,0.12,0.05,0.09,59.61,2.47,0,0,0
571,4/9/2021,0.65,-0.62,0.14,0.8,0.13,0,1.09228,4128.8,0.09108911,2.31,2.51,3.24,4.23,1.67,0.06,,0.05,,59.29,2.48,0,0,0
572,4/12/2021,-0.05,-0.47,0.58,0.74,-0.34,0,0.935256,4127.99,0.09263415,2.33,2.52,3.24,4.25,1.69,0.06,0.12,0.05,,59.7,2.5,0,0,0
573,4/13/2021,0.41,-0.77,-1.61,-1.09,-0.37,0,0.887223,4141.59,0.08774059,2.33,2.54,3.32,4.28,1.64,0.06,0.06,0.05,,60.2,2.57,0,0,0
574,4/14/2021,-0.35,1.17,1.41,0.02,0.68,0,0.841817,4124.66,0.08877119,2.33,2.56,3.25,4.23,1.64,0.06,0.12,0.05,,63.15,2.65,0,0,0
575,4/15/2021,1.04,-0.79,-1.19,0.1,-0.53,0,0.799022,4170.42,0.08892116,2.33,2.55,3.25,4.16,1.56,0.06,0.14,0.07,,63.42,2.62,0,0,0
576,4/16/2021,0.27,-0.19,0.65,0.84,0.17,0,0.758825,4185.47,0.08654321,2.36,2.57,3.22,4.16,1.59,0.06,,0.06,,63.16,2.63,0,0,0
577,4/19/2021,-0.73,-0.66,0.79,0.72,0.41,0,0.654258,4163.26,0.09710204,2.34,2.56,3.25,4.2,1.61,0.08,0.1,0.05,,63.33,2.75,0,0,0
578,4/20/2021,-0.94,-1.37,-1.56,0.38,-0.48,0,0.625444,4134.94,0.09655738,2.32,2.52,3.35,4.27,1.58,0.07,0.14,0.06,,62.61,2.76,0,0,0
579,4/21/2021,1.11,1.54,0.1,-0.47,0.1,0,0.599728,4173.42,0.10358472,2.33,2.53,3.34,4.26,1.57,0.07,0.11,0.05,0.07,61.34,2.72,0,0,0
580,4/22/2021,-0.77,0.64,-0.76,-0.19,-0.21,0,0.5771,4134.98,0.09508065,2.33,2.42,3.34,4.26,1.57,0.06,0.12,0.06,,61.45,2.77,0,0,0
581,4/23/2021,1.26,0.76,0.7,-0.34,0.05,0,0.557555,4180.17,0.08988543,2.34,2.44,3.29,4.22,1.58,0.07,0.12,0.05,,62.18,2.79,0,0,0
582,4/26/2021,0.43,0.8,-0.5,-1.22,-0.05,0,0.514399,4187.62,0.08669428,2.36,2.47,3.26,4.19,1.58,0.06,0.11,0.06,,62.02,2.73,0,0,0
583,4/27/2021,-0.03,0.08,0.84,0.53,0.05,0,0.501218,4186.72,0.08565957,2.39,2.51,3.24,4.22,1.63,0.06,0.11,0.05,,63.03,2.91,0,0,0
584,4/28/2021,-0.06,0.29,0.19,-0.31,-0.33,0,0.488141,4183.18,0.08934783,2.41,2.54,3.26,4.22,1.63,0.05,0.04,0.05,,63.81,2.98,0,0,0
585,4/29/2021,0.39,-0.77,1.09,1.35,-0.24,0,0.475163,4211.47,0.08955357,2.42,2.56,3.24,4.2,1.65,0.05,0.11,0.06,0.07,65,2.91,0,0,0
586,4/30/2021,-0.83,-0.51,-0.32,0.14,-0.43,0,0.46228,4181.17,0.09615385,2.41,2.57,3.28,4.28,1.65,0.05,0.11,0.05,,63.5,2.86,0,0,0
587,5/3/2021,0.17,0.72,1.7,1.1,1.07,0,0.423258,4192.66,0.10139276,2.42,2.6,3.27,4.24,1.63,0.06,0.12,0.04,,64.46,2.96,0,0,0
588,5/4/2021,-0.89,-0.25,2,1.1,0.58,0,0.411267,4164.66,0.09351444,2.42,2.62,3.32,4.27,1.61,0.06,0.12,0.05,,65.72,3,0,0,0
589,5/5/2021,-0.06,-0.16,1.34,0.66,0.62,0,0.40002,4167.59,0.0883376,2.47,2.68,3.29,4.23,1.59,0.06,0.11,0.05,0.05,65.63,2.99,0,0,0
590,5/6/2021,0.48,-0.54,1.2,1.24,0.59,0,0.389513,4201.62,0.08883333,2.45,2.66,3.3,4.23,1.58,0.05,0.11,0.04,,64.73,2.9,0,0,0
591,5/7/2021,0.84,0.45,-0.09,-0.24,0.14,0,0.379745,4232.6,0.0895858,2.49,2.65,3.27,4.2,1.6,0.05,0.15,0.05,0.08,64.96,2.9,0,0,0
592,5/10/2021,-1.36,-1.29,1.7,1.17,0.73,0,0.354613,4188.43,0.09416667,2.54,2.71,3.26,4.2,1.63,0.05,0.11,0.05,,64.92,2.93,0,0,0
593,5/11/2021,-0.63,0.7,-0.89,-0.84,-0.07,0,0.347324,4152.1,0.0885,2.53,2.68,3.36,4.31,1.64,0.05,0.1,0.05,0.06,65.31,2.91,0,0,0
594,5/12/2021,-2.34,-1.15,0.71,-0.27,0.13,0,0.340539,4063.04,0.09089109,2.54,2.72,3.34,4.35,1.69,0.05,0.08,0.05,0.05,65.96,2.91,0,0,0
595,5/13/2021,1.02,0.47,1.14,1.4,0.36,0,0.334255,4112.5,0.0886747,2.51,2.65,3.37,4.36,1.66,0.05,0.09,0.05,,63.82,2.95,0,0,0
596,5/14/2021,1.81,0.96,-0.15,-0.25,-0.01,0,0.328471,4173.85,0.08337017,2.51,2.68,3.35,4.32,1.63,0.06,0.12,0.05,0.06,65.32,2.95,0,0,0
597,5/17/2021,-0.24,0.73,0.83,0.01,0.56,0,0.314103,4163.29,0.08735955,2.54,2.72,3.35,4.32,1.64,0.06,0.12,0.06,,66.24,2.99,0,0,0
598,5/18/2021,-0.69,0.06,-0.94,-1.03,-0.43,0,0.31031,4127.83,0.08784065,2.52,2.72,3.35,4.31,1.64,0.06,0.08,0.06,0.05,65.49,2.96,0,0,0
599,5/19/2021,-0.34,-0.52,-0.46,-0.18,-0.32,0,0.307012,4115.68,0.09808473,2.48,2.66,3.4,4.4,1.68,0.05,0.09,0.06,,63.28,2.88,0,0,0
600,5/20/2021,1.15,-0.49,-1.42,-0.85,-0.48,0,0.30421,4159.12,0.09723577,2.41,2.59,3.42,4.38,1.63,0.05,0.09,0.05,,61.95,2.86,0,0,0
601,5/21/2021,-0.04,0.46,0.98,-0.11,-0.07,0,0.301903,4155.86,0.09692308,2.43,2.62,3.37,4.33,1.63,0.04,0.09,0.04,,63.61,2.84,0,0,0
602,5/24/2021,0.99,-0.48,-0.69,0.25,-0.29,0,0.298449,4197.05,0.09696507,2.44,2.64,3.37,4.31,1.61,0.04,0.08,,0.05,66.13,2.78,0,0,0
603,5/25/2021,-0.3,-0.85,-1.23,0.2,-0.16,0,0.299131,4188.13,0.10141844,2.42,2.63,3.34,4.25,1.56,0.04,0.08,0.04,,66.27,2.87,0,0,0
604,5/26/2021,0.47,1.78,0.56,-0.54,0.14,0,0.300815,4195.99,0.10961039,2.4,2.6,3.35,4.27,1.58,0.04,0.09,,,66.41,2.91,0,0,0
605,5/27/2021,0.28,1.08,0.94,-0.26,0.28,0,0.303501,4200.88,0.10514107,2.42,2.59,3.3,4.24,1.61,0.04,0.09,0.04,0.06,66.87,2.85,0,0,0
606,5/28/2021,0.04,-0.37,-0.3,-0.19,-0.42,0,0.30719,4204.11,0.11399293,2.42,2.57,3.29,4.22,1.58,0.05,0.08,,0.04,66.31,2.91,0,0,0
607,6/1/2021,0.03,1.4,1.45,0.3,0.39,0,0.332914,4202.04,0.11531197,2.46,2.6,3.33,4.29,1.62,0.04,0.09,0.05,0.06,67.8,3.02,0,0,0
608,6/2/2021,0.12,-0.21,0.31,-0.08,0.69,0,0.341344,4208.12,0.09812274,2.44,2.59,3.31,4.26,1.59,0.05,0.09,0.05,,68.79,3.09,0,0,0
609,6/3/2021,-0.53,-0.25,0.72,0.41,0.32,0,0.349884,4192.85,0.09915194,2.42,2.56,3.28,4.26,1.63,0.04,0.09,0.04,,68.81,3.01,0,0,0
610,6/4/2021,0.89,-0.6,-0.89,-0.13,-0.21,0,0.358536,4229.89,0.09687023,2.4,2.54,3.28,4.21,1.56,0.05,0.09,0.04,,69.57,3.01,0,0,0
611,6/7/2021,0.15,1.28,-0.96,-1.02,-0.19,0,0.385877,4226.52,0.08868906,2.39,2.51,3.27,4.2,1.57,0.05,0.07,0.03,0.05,69.21,2.98,0,0,0
612,6/8/2021,0.19,1.08,-0.31,0.06,-0.06,0,0.396367,4227.26,0.08986301,2.36,2.47,3.26,4.16,1.53,0.05,0.08,0.04,0.05,70.11,3.11,0,0,0
613,6/9/2021,-0.3,-0.45,-0.84,0.15,0.17,0,0.407665,4219.55,0.08794872,2.32,2.41,3.22,4.1,1.5,0.05,0.09,0.03,0.06,69.9,3.13,0,0,0
614,6/10/2021,0.4,-1.33,-2.04,-0.56,-1.06,0,0.419773,4239.18,0.08961326,2.35,2.47,3.23,4.1,1.45,0.05,,0.04,,70.34,3.13,0,0,0
615,6/11/2021,0.37,0.71,0.18,0.04,-0.02,0,0.432696,4247.44,0.09179487,2.32,2.43,3.21,4.08,1.47,0.05,0.08,,,71,3.23,0,0,0
616,6/14/2021,0.15,-0.75,-1.61,-0.59,-0.48,0,0.475781,4255.15,0.09579487,2.36,2.44,3.17,4.08,1.51,0.05,0.07,,,70.94,3.36,0,0,0
617,6/15/2021,-0.3,0.21,1.3,0.69,0.11,0,0.49078,4246.59,0.09113772,2.38,2.46,3.17,4.08,1.51,0.08,0.06,0.03,,72.06,3.31,0,0,0
618,6/16/2021,-0.45,0.43,0.2,-0.34,-0.25,0,0.506003,4223.7,0.09213483,2.32,2.41,3.12,4.1,1.57,0.08,0.07,0.03,0.05,72.03,3.25,0,0,0
619,6/17/2021,0.01,-1.34,-3.57,-0.7,-1.09,0,0.521455,4221.86,0.12035461,2.27,2.31,3.15,4.12,1.52,0.08,,0.07,,71.06,3.24,0,0,0
620,6/18/2021,-1.22,-0.8,-1.44,-0.44,-0.7,0,0.53714,4166.45,0.11414286,2.24,2.37,3.18,4.14,1.45,0.09,,0.08,,71.64,3.23,0,0,0
621,6/21/2021,1.34,0.83,1.06,0.41,0.32,0,0.583657,4224.79,0.10766917,2.25,2.41,3.14,4.11,1.5,0.09,,0.07,,73.64,3.15,0,0,0
622,6/22/2021,0.58,-0.1,-0.43,0.19,0.21,0,0.59634,4246.44,0.11820449,2.31,2.46,3.15,4.1,1.48,0.09,0.1,,0.08,73.15,3.21,0,0,0
623,6/23/2021,0.01,0.51,-0.29,-0.48,-0.22,0,0.607287,4241.84,0.12511287,2.34,2.49,3.13,4.09,1.5,0.08,0.09,,,73.11,3.36,0,0,0
624,6/24/2021,0.69,0.74,0.23,-0.38,0.26,0,0.616501,4266.49,0.12550832,2.3,2.45,3.08,4.05,1.49,0.08,0.12,0.07,,73.31,3.3,0,0,0
625,6/25/2021,0.31,-0.5,0.43,-0.13,0.06,0,0.623985,4280.7,0.10257576,2.34,2.46,3.04,4.04,1.54,0.09,0.11,0.07,,74.21,3.4,0,0,0
626,6/28/2021,0.22,-0.85,-1.6,-0.51,-0.13,0,0.637831,4290.61,0.11394904,2.33,2.45,3.05,4.01,1.49,0.08,0.12,0.06,,72.98,3.62,0,0,0
627,6/29/2021,0,-0.4,-0.29,0.31,0.4,0,0.64192,4291.8,0.11208333,2.32,2.46,3.03,3.99,1.49,0.08,0.11,0.06,,73.14,3.75,0,0,0
628,6/30/2021,0.07,0.12,0.76,0.72,0.62,0,0.64604,4297.5,0.12569061,2.32,2.47,3.04,4.01,1.45,0.07,0.1,0.05,,73.52,3.79,0,0,0
629,7/1/2021,0.43,0.4,0.41,0.01,0.42,0,0.650192,4319.94,0.10770186,2.35,2.49,3.02,4.01,1.48,0.09,0.12,0.06,0.08,75.33,3.76,0,0,0
630,7/2/2021,0.56,-1.52,-0.72,0.66,-0.16,0,0.653109,4352.34,0.11678571,2.33,2.49,3.04,3.99,1.44,0.08,0.1,0.05,0.08,75.37,3.67,0,0,0
631,7/6/2021,-0.28,-1.04,-1.99,0.56,-0.7,0,0.652117,4343.54,0.10936709,2.31,2.48,3.05,3.95,1.37,0.07,0.11,0.07,,73.62,3.68,0,0,0
632,7/7/2021,0.09,-0.86,0.08,1.7,0.33,0,0.648548,4358.13,0.1152381,2.28,2.43,3.05,3.92,1.33,0.08,0.11,0.06,,72.22,3.66,0,0,0
633,7/8/2021,-0.86,-0.01,-0.77,-0.22,-0.03,0,0.643638,4320.82,0.1125,2.22,2.38,3.14,3.97,1.3,0.07,0.11,0.06,0.09,72.98,3.56,0,0,0
634,7/9/2021,1.25,0.85,1.57,-0.18,0.36,0,0.637386,4369.55,0.10939189,2.28,2.44,3.07,3.95,1.37,0.08,0.11,0.06,0.09,74.56,3.71,0,0,0
635,7/12/2021,0.23,-0.01,0.56,0.29,-0.29,0,0.612394,4384.63,0.10878378,2.33,2.48,3.05,3.94,1.38,0.08,0.11,0.06,,74.21,3.7,0,0,0
636,7/13/2021,-0.56,-1.23,-0.41,0.72,0.12,0,0.604428,4369.21,0.11333333,2.36,2.56,3.04,3.97,1.42,0.08,0.11,0.06,,75.24,3.78,0,0,0
637,7/14/2021,-0.26,-1.17,0.34,1.93,0.6,0,0.596947,4374.3,0.11531943,2.34,2.53,3.1,3.99,1.37,0.08,0.11,0.06,,73.06,3.8,0,0,0
638,7/15/2021,-0.38,-0.27,0.79,0.34,-0.06,0,0.589948,4360.03,0.11321429,2.32,2.53,3.14,3.99,1.31,0.07,0.11,0.06,,71.67,3.68,0,0,0
639,7/16/2021,-0.77,-0.4,-1.25,0.12,-0.83,0,0.58343,4327.16,0.11111111,2.33,2.52,3.18,4.04,1.31,0.08,0.08,0.06,0.06,71.76,3.7,0,0,0
640,7/19/2021,-1.41,0.03,-1.74,-0.42,-1.12,0,0.564724,4258.49,0.10932927,2.24,2.41,3.44,4.21,1.19,0.07,,0.06,,66.45,3.75,0,0,0
641,7/20/2021,1.69,0.84,0.16,-0.57,0.39,0,0.556085,4323.06,0.11276249,2.26,2.4,3.38,4.15,1.23,0.08,0.11,0.06,0.09,67.32,3.82,0,0,0
642,7/21/2021,0.95,0.72,0.79,-0.98,0.05,0,0.545905,4358.69,0.12015954,2.28,2.45,3.24,4.07,1.3,0.07,,0.05,,70.26,3.94,0,0,0
643,7/22/2021,0.09,-1.56,-1.01,0.5,-0.38,0,0.534181,4367.48,0.11661017,2.28,2.46,3.24,4.04,1.27,0.07,,0.06,,72.15,4.02,0,0,0
644,7/23/2021,0.98,-0.34,-0.47,0.49,-0.32,0,0.520909,4411.79,0.09798077,2.35,2.53,3.22,4.03,1.3,0.07,0.11,0.06,,72.24,4.11,0,0,0
645,7/26/2021,0.18,0.1,1.33,0.28,0.87,0,0.472544,4422.3,0.11494071,2.4,2.59,3.21,4.02,1.29,0.08,0.11,0.06,,72.15,4.09,0,0,0
646,7/27/2021,-0.66,-0.47,0.6,0.45,0.12,0,0.454598,4401.46,0.10380165,2.38,2.55,3.27,4.05,1.25,0.07,0.11,0.06,,71.68,4.15,0,0,0
647,7/28/2021,0.27,1.21,-0.66,-1.56,-0.72,0,0.435861,4400.64,0.10607514,2.41,2.57,3.26,4.07,1.26,0.07,0.09,0.06,,72.37,4.1,0,0,0
648,7/29/2021,0.41,0.22,0.94,0.82,0.52,0,0.416327,4419.15,0.09919532,2.43,2.58,3.23,4.04,1.28,0.08,0.08,0.06,0.06,73.62,4.03,0,0,0
649,7/30/2021,-0.65,-0.08,-0.17,0.56,0.39,0,0.395989,4395.26,0.09664733,2.4,2.56,3.26,4.04,1.24,0.07,0.09,0.06,,73.93,3.94,0,0,0
650,8/2/2021,-0.12,-0.12,-0.41,-0.06,-0.32,0,0.330741,4387.16,0.09780488,2.37,2.51,3.36,4.11,1.2,0.07,0.11,0.06,0.09,71.31,4.02,0,0,0
651,8/3/2021,0.73,-0.41,0.92,0.64,0.2,0,0.308418,4423.15,0.09440594,2.38,2.51,3.42,4.16,1.19,0.07,0.15,0.07,,70.64,4.06,0,0,0
652,8/4/2021,-0.39,-0.95,-1.56,-0.37,-1.1,0,0.285904,4402.66,0.10512108,2.35,2.5,3.42,4.19,1.19,0.07,0.09,0.06,,68.19,4.2,0,0,0
653,8/5/2021,0.74,1.07,-0.1,-1.32,-0.42,0,0.263193,4429.1,0.11272321,2.33,2.46,3.37,4.17,1.23,0.08,,0.06,,69.1,4.27,0,0,0
654,8/6/2021,0.09,0.47,1.88,0.58,0.33,0,0.240277,4436.52,0.10477157,2.37,2.5,3.32,4.17,1.31,0.09,,0.06,,68.26,4.21,0,0,0
655,8/9/2021,0.01,-0.45,-0.26,-0.63,-0.54,0,0.171052,4432.35,0.10353591,2.37,2.5,3.34,4.21,1.33,0.08,0.11,,0.09,66.56,4.24,0,0,0
656,8/10/2021,0.06,0.38,1.82,0.71,0.9,0,0.148892,4436.75,0.10293785,2.4,2.53,3.32,4.21,1.36,0.08,0.11,0.06,,68.33,4.12,0,0,0
657,8/11/2021,0.19,0.3,1.41,0.89,0.5,0,0.127316,4447.7,0.1048366,2.42,2.55,3.37,4.26,1.35,0.08,0.11,0.06,0.09,69.3,4.07,0,0,0
658,8/12/2021,0.24,-0.69,-0.4,0.06,0.11,0,0.106315,4460.83,0.11227912,2.41,2.55,3.34,4.24,1.36,0.09,0.1,0.05,,69.12,4.1,0,0,0
659,8/13/2021,0,-0.95,-0.25,0.7,-0.01,0,0.0858851,4468,0.10184056,2.37,2.52,3.36,4.22,1.29,0.08,0.1,0.06,,68.36,3.95,0,0,0
660,8/16/2021,-0.05,-0.87,0.05,1.66,0.16,0,0.0273037,4479.71,0.1099278,2.36,2.5,3.38,4.2,1.26,0.08,,0.05,,67.44,3.93,0,0,0
661,8/17/2021,-0.8,-0.5,-0.11,-0.29,0.1,0,0.00779727,4448.08,0.10683871,2.33,2.49,3.37,4.2,1.26,0.07,0.1,0.06,,66.5,3.92,0,0,0
662,8/18/2021,-0.95,0.12,-0.19,-0.31,-0.67,0,-0.0118167,4400.27,0.10462585,2.32,2.48,3.35,4.19,1.27,0.07,0.1,0.05,,65.36,3.86,0,0,0
663,8/19/2021,-0.15,-0.96,-0.82,1.39,-0.47,0,-0.0315444,4405.8,0.11283019,2.28,2.45,3.42,4.24,1.24,0.06,,0.07,,63.69,3.83,0,0,0
664,8/20/2021,0.92,0.86,-0.49,-0.37,-0.28,0,-0.051392,4441.67,0.0971,2.27,2.4,3.37,4.21,1.26,0.06,0.09,0.06,,62.25,3.94,0,0,0
665,8/23/2021,1.08,0.76,-0.85,-1.84,-0.07,0,-0.111519,4479.53,0.11168,2.27,2.43,3.34,4.17,1.25,0.07,0.09,,,65.65,3.93,0,0,0
666,8/24/2021,0.41,0.41,0.36,-0.73,0.08,0,-0.131515,4486.23,0.08972,2.3,2.45,3.26,4.12,1.29,0.06,0.08,,0.06,67.5,3.95,0,0,0
667,8/25/2021,0.26,0.06,0.36,-0.43,-0.01,0,-0.151464,4496.19,0.09227,2.35,2.51,3.22,4.1,1.35,0.07,0.08,,,68.54,4.03,0,0,0
668,8/26/2021,-0.65,-0.44,-0.32,-0.05,-0.16,0,-0.171374,4470,0.09905,2.33,2.5,3.2,4.09,1.34,0.07,0.09,,,67.42,4.07,0,0,0
669,8/27/2021,1.07,1.65,0.3,-0.71,0.14,0,-0.19125,4509.37,0.09551,2.39,2.53,3.17,4.02,1.31,0.07,0.09,,,68.84,4.35,0,0,0
670,8/30/2021,0.35,-0.69,-1.37,0.67,0.13,0,-0.251171,4528.79,0.11218,2.37,2.51,3.16,3.99,1.29,0.08,0.1,,0.08,69.28,4.25,0,0,0
671,8/31/2021,-0.13,0.46,-0.05,-0.45,-0.22,0,-0.271839,4522.68,0.08411,2.33,2.48,3.21,4.07,1.3,0.07,0.09,,0.06,68.43,4.33,0,0,0
672,9/1/2021,0.11,0.4,-0.94,-0.43,-0.36,0,-0.292937,4524.09,0.09287,2.34,2.48,3.19,4.05,1.31,0.07,0.09,0.07,0.06,68.63,4.45,0,0,0
673,9/2/2021,0.36,0.2,-0.04,-0.43,0.58,0,-0.311824,4536.95,0.09991,2.32,2.47,3.16,4.02,1.29,0.07,0.1,0.07,0.08,70.07,4.65,0,0,0
674,9/3/2021,-0.01,-0.55,-0.26,0.04,-0.27,0,-0.328509,4535.43,0.09019,2.34,2.48,3.14,4.01,1.33,0.08,0.1,,,69.34,4.77,0,0,0
675,9/7/2021,-0.36,-0.36,-0.09,-0.6,0.17,0,-0.371344,4520.03,0.09581,2.36,2.51,3.16,4.06,1.38,0.08,0.09,,0.08,68.49,4.71,0,0,0
676,9/8/2021,-0.34,-0.75,0.08,0.76,0.18,0,-0.375115,4514.07,0.09772,2.38,2.53,3.16,4.04,1.35,0.08,0.09,,,69.36,4.66,0,0,0
677,9/9/2021,-0.27,0.26,0.09,-0.79,-0.31,0,-0.376048,4493.28,0.09212,2.38,2.55,3.15,4.01,1.3,0.07,0.09,,,68.26,4.97,0,0,0
678,9/10/2021,-0.76,-0.03,0.02,0.22,-0.48,0,-0.374145,4458.58,0.0844,2.4,2.55,3.11,4,1.35,0.08,,0.08,,69.82,5.13,0,0,0
679,9/13/2021,0.14,0.23,1.34,0.22,0.98,0,-0.35094,4468.73,0.09293,2.37,2.53,3.09,3.97,1.33,0.07,,0.06,,70.54,5.21,0,0,0
680,9/14/2021,-0.66,-0.67,-0.97,0.43,-0.47,0,-0.336746,4443.05,0.09229,2.33,2.49,3.11,3.95,1.28,0.07,0.08,0.06,,70.53,5.39,0,0,0
681,9/15/2021,0.88,0.13,0.63,-0.25,0.47,0,-0.31924,4480.7,0.08662,2.35,2.51,3.08,3.94,1.31,0.07,,0.07,0.08,72.59,5.66,0,0,0
682,9/16/2021,-0.03,-0.09,-0.55,-0.4,-0.55,0,-0.298416,4473.75,0.08375,2.35,2.53,3.06,3.96,1.34,0.07,0.1,0.06,0.08,72.69,5.52,0,0,0
683,9/17/2021,-0.72,0.98,-0.05,-0.64,-0.44,0,-0.274266,4432.99,0.09862,2.33,2.51,3.04,3.96,1.37,0.07,0.1,0.06,0.08,72.09,5.32,0,0,0
684,9/20/2021,-1.87,-0.58,0.23,0.77,0.27,0,-0.181742,4357.73,0.10137,2.29,2.43,3.23,4.11,1.31,0.07,,0.06,,70.41,5.25,0,0,0
685,9/21/2021,0.05,0.26,-0.67,-0.44,-0.32,0,-0.144119,4354.19,0.09352,2.29,2.44,3.17,4.06,1.33,0.07,0.1,0.05,,70.51,4.96,0,0,0
686,9/22/2021,1,0.15,0.53,-0.53,0.48,0,-0.103079,4395.64,0.10038,2.28,2.41,3.09,4,1.32,0.08,0.1,,,72.37,4.92,0,0,0
687,9/23/2021,1.28,0.46,0.93,-1.01,0.2,0,-0.0586088,4448.98,0.09954,2.31,2.48,3.03,4,1.41,0.08,,0.05,,73.43,4.94,0,0,0
688,9/24/2021,0.08,-0.39,0.7,0.58,0.25,0,-0.010695,4455.48,0.08683,2.34,2.47,3.05,4.05,1.47,0.08,0.09,0.05,,74.18,5.1,0,0,0
689,9/27/2021,-0.1,1.7,2.43,-0.26,0.72,0,0.151157,4443.11,0.09908,2.35,2.5,3.06,4.09,1.48,0.09,0.1,0.05,0.07,75.54,5.53,0,0,0
690,9/28/2021,-2.18,0,1.76,0.85,1.08,0,0.207591,4352.63,0.08767,2.38,2.53,3.13,4.17,1.54,0.09,0.1,0.05,,75.44,5.94,0,0,0
691,9/29/2021,0.03,-0.19,0.8,1.16,0.33,0,0.264845,4359.46,0.10472,2.37,2.52,3.09,4.14,1.55,0.09,0.14,0.05,,75.06,5.73,0,0,0
692,9/30/2021,-1.02,0.08,-0.77,-1.23,-0.36,0,0.322936,4307.54,0.09879,2.37,2.51,3.15,4.21,1.52,0.09,0.1,0.05,,75.22,5.58,0,0,0
693,10/1/2021,1.1,0.47,0.5,-0.1,0.61,0,0.381882,4357.04,0.08369,2.38,2.51,3.2,4.2,1.48,0.09,0.1,0.05,0.07,76.01,5.61,0,0,0
694,10/4/2021,-1.43,0.4,2.34,0.71,1.08,0,0.536311,4300.46,0.10684,2.38,2.53,3.21,4.23,1.49,0.09,0.1,0.06,,77.68,5.8,0,0,0
695,10/5/2021,1.05,-0.57,-0.07,-0.07,-0.3,0,0.582217,4345.72,0.09546,2.45,2.59,3.17,4.22,1.54,0.09,0.1,0.06,,79.17,6.37,0,0,0
696,10/6/2021,0.33,-0.99,-0.49,0.34,-0.67,0,0.625594,4363.55,0.09147,2.43,2.57,3.29,4.34,1.53,0.1,0.11,0.06,,77.66,6,0,0,0
697,10/7/2021,1.01,0.46,-0.17,-0.08,0.05,0,0.666455,4399.76,0.08329,2.46,2.61,3.19,4.28,1.58,0.1,0.1,0.06,,78.46,5.71,0,0,0
698,10/8/2021,-0.28,-0.45,1.12,0.1,0.61,0,0.704813,4391.34,0.08077,2.5,2.64,3.2,4.32,1.61,0.09,0.1,0.05,0.08,79.55,5.46,0,0,0
699,10/11/2021,-0.72,0.22,-0.28,-0.03,0.29,0,0.805764,4361.19,0.08077,,,3.2,4.31,,,,,,80.64,5.46,0,0,0
700,10/12/2021,-0.06,0.56,-0.44,-0.89,-0.25,0,0.835778,4350.65,0.08181,2.49,2.64,3.28,4.4,1.59,0.1,0.1,,,80.75,5.34,0,0,0
